id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways	gprfeat
rxn05367_c0	>	Cytosol_0	(ASE09_RS16590 and (ASE09_RS16600 or ASE09_RS23060))	6-methyl-octanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11503[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11504[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  6-methyl-octanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  8-methyl-3-oxo-decanoyl-ACP_c0[c0]	rxn05367					(fig|1736582.3.peg.3456) AND (fig|1736582.3.peg.4819 OR fig|1736582.3.peg.3458)
rxn05407_c0	>	Cytosol_0	ASE09_RS06655	15-methyl-trans-hexa-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11543[c0] => (1)  cpd00006[c0] + (1)  cpd11544[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  15-methyl-trans-hexa-dec-2-enoyl-ACP_c0[c0] => (1)  NADP_c0[c0] + (1)  15-methyl-hexa-decanoyl-ACP_c0[c0]	rxn05407					Unknown
rxn01199_c0	=	Cytosol_0	ASE09_RS21680	ATP:D-xylulose 5-phosphotransferase_c0		-14.08		(1)  cpd00002[c0] + (1)  cpd00259[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00198[c0]	(1)  ATP_c0[c0] + (1)  D-Lyxulose_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-Xylulose5-phosphate_c0[c0]	rxn01199	XKS1	R01639	Pentose and glucuronate interconversions	Carbohydrates-Degradation|DARABITOLUTIL-PWY|Degradation|LARABITOLUTIL-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|XYLCAT-PWY|Xylose-Degradation	(fig|1736582.3.peg.4528)
rxn00545_c0	=	Cytosol_0	(ASE09_RS12090 or ASE09_RS05250)	ATP:D-fructose-6-phosphate 1-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00072[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00290[c0]	(1)  ATP_c0[c0] + (1)  D-fructose-6-phosphate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-fructose-1,6-bisphosphate_c0[c0]	rxn00545	PFK	R00756			(fig|1736582.3.peg.2531 OR fig|1736582.3.peg.1082)
rxn05614_c0	>	Cytosol_0	(ASE09_RS24630 and Unknown and ASE09_RS24625)	L-methionine R-oxide transport via ABC system_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11576[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11576[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-methionine R-oxide_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-methionine R-oxide_c0[c0]	rxn05614	METSRabc				(fig|1736582.3.peg.5149) AND (fig|1736582.3.peg.5148) AND (Unknown)
rxn00501_c0	=	Cytosol_0	ASE09_RS15140	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)_c0		-8.95		(1)  cpd00003[c0] + (1)  cpd00010[c0] + (1)  cpd00191[c0] <=> (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00022[c0]	(1)  NAD_c0[c0] + (1)  CoA_c0[c0] + (1)  3-Oxopropanoate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  CO2_c0[c0] + (1)  Acetyl-CoA_c0[c0]	rxn00501	MMSAD3	R00705	beta-Alanine metabolism|Inositol phosphate metabolism|Propanoate metabolism	Amino-Acid-Degradation|BETA-ALA-DEGRADATION-I-PWY|Beta-Alanine-Degradation|CARBOXYLATES-DEG|Degradation|P562-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives	Unknown
rxn10344_c0	>	Cytosol_0	(ASE09_RS03695 or ASE09_RS26370 or ASE09_RS15080 or ASE09_RS28320)	Lead (Pb+2) ABC transporter_c0		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd04097[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd04097[e0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Pb_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Pb_e0[e0]	rxn10344					(fig|1736582.3.peg.762 OR fig|1736582.3.peg.3148 OR fig|1736582.3.peg.5931)
rxn02320_c0	=	Cytosol_0	(ASE09_RS18360 and ASE09_RS31490)	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase_c0		-2.46		(1)  cpd00024[c0] + (1)  cpd00807[c0] <=> (1)  cpd00023[c0] + (1)  cpd00930[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-histidinol-phosphate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  imidazole acetol-phosphate_c0[c0]	rxn02320	HIS5	R03243	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY	(fig|1736582.3.peg.6578) AND (fig|1736582.3.peg.3824)
rxn03384_c0	=	Cytosol_0	ASE09_RS09170	Uroporphyrinogen I carboxy-lyase_c0		-19.6		(4)  cpd00067[c0] + (1)  cpd03414[c0] <=> (4)  cpd00011[c0] + (1)  cpd03416[c0]	(4)  H+_c0[c0] + (1)  UroporphyrinogenI_c0[c0] <=> (4)  CO2_c0[c0] + (1)  CoproporphyrinogenI_c0[c0]	rxn03384	UPPDC2	R04972	Porphyrin and chlorophyll metabolism		(fig|1736582.3.peg.1908)
rxn02504_c0	=	Cytosol_0	ASE09_RS30280	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase_c0		14.75		(1)  cpd02961[c0] <=> (1)  cpd00229[c0] + (1)  cpd00954[c0]	(1)  Dihydroneopterin_c0[c0] <=> (1)  Glycolaldehyde_c0[c0] + (1)  6-hydroxymethyl dihydropterin_c0[c0]	rxn02504	DHNPA	R03504	Folate biosynthesis	6-HM-Dihydropterin-PP-Biosynthesis|ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|Vitamin-Biosynthesis	(fig|1736582.3.peg.6338)
rxn04082_c0	=	Cytosol_0	ASE09_RS28060	L-ribulose-5-phosphate 4-epimerase_c0	5.1.3.4	0.0		(1)  cpd00808[c0] <=> (1)  cpd00198[c0]	(1)  L-ribulose-5-phosphate_c0[c0] <=> (1)  D-Xylulose5-phosphate_c0[c0]	rxn04082	RBP4E	R05850	Pentose and glucuronate interconversions|Ascorbate and aldarate metabolism	ARABCAT-PWY|Ascorbate-Degradation|CARBOXYLATES-DEG|Carbohydrates-Degradation|Degradation|L-Arabinose-Degradation|LYXMET-PWY|PWY0-301|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides	(fig|1736582.3.peg.5878)
rxn04996_c0	<	Cytosol_0	ASE09_RS00620	dimethyallyl diphosphate:NADP+ oxidoreductase_c0		16.2		(1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd00202[c0] <= (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd08615[c0]	(1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  DMAPP_c0[c0] <= (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_c0[c0]	rxn04996		R07219	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis	(fig|1736582.3.peg.131)
rxn00262_c0	>	Cytosol_0	ASE09_RS30380	L-Aspartic acid:oxygen oxidoreductase (deaminating)_c0		-23.02		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd00041[c0] => (1)  cpd00013[c0] + (1)  cpd00025[c0] + (1)  cpd00032[c0]	(1)  H2O_c0[c0] + (1)  O2_c0[c0] + (1)  L-Aspartate_c0[c0] => (1)  NH3_c0[c0] + (1)  H2O2_c0[c0] + (1)  Oxaloacetate_c0[c0]	rxn00262	ASPO7	R00357	Alanine, aspartate and glutamate metabolism		(fig|1736582.3.peg.6359)
rxn05404_c0	>	Cytosol_0	((ASE09_RS16600 or ASE09_RS23060) and ASE09_RS16590)	13-methyl-tetra-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11540[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11541[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  13-methyl-tetra-decanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  15-methyl-3-oxo-hexa-decanoyl-ACP_c0[c0]	rxn05404					(fig|1736582.3.peg.3458 OR fig|1736582.3.peg.4819) AND (fig|1736582.3.peg.3456)
rxn10262_c0	=	Cytosol_0	(ASE09_RS22685 or ASE09_RS24815 or ASE09_RS06050 or ASE09_RS07120)	isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0		-4.5		(1)  cpd00080[c0] + (1)  cpd15686[c0] <=> (1)  cpd00046[c0] + (1)  cpd15719[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-diisopentadecanoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Diisopentadecanoylphosphatidylglycerophosphate_c0[c0]	rxn10262					(fig|1736582.3.peg.1479)
rxn10126_c0	>	Cytosol_0	(((ASE09_RS21105 or ASE09_RS01670 or ASE09_RS00500) and (ASE09_RS21110 or ASE09_RS01665 or ASE09_RS00495)) or ASE09_RS01655 or ASE09_RS01660)	succinate dehyrdogenase_c0		-8.12		(1)  cpd00982[c0] + (1)  cpd15560[c0] => (1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd15561[c0]	(1)  FADH2_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  FAD_c0[c0] + (1)  H+_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn10126	SUCD4				(fig|1736582.3.peg.350 OR fig|1736582.3.peg.106 OR fig|1736582.3.peg.4400) AND (fig|1736582.3.peg.105 OR fig|1736582.3.peg.4401 OR fig|1736582.3.peg.349) AND (fig|1736582.3.peg.347) AND (fig|1736582.3.peg.348)
rxn04048_c0	=	Cytosol_0	ASE09_RS32420	cobalt-precorrin-4 methyltransferase_c0		-19.14		(1)  cpd00017[c0] + (1)  cpd08370[c0] <=> (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd08371[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  Cobalt-precorrin 4_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  H+_c0[c0] + (1)  Cobalt-precorrin 5_c0[c0]	rxn04048		R05810	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis	Unknown
rxn08084_c0	>	Cytosol_0	(ASE09_RS24590 or ASE09_RS29135 or ASE09_RS20210 or ASE09_RS21025 or ASE09_RS17995 or ASE09_RS05290 or ASE09_RS27530)	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)_c0				(1)  cpd00067[c0] + (1)  cpd11466[c0] + (1)  cpd15331[c0] => (1)  cpd11493[c0] + (1)  cpd15522[c0]	(1)  H+_c0[c0] + (1)  Myristoyl-ACP_c0[c0] + (1)  1-tetradecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  ACP_c0[c0] + (1)  1,2-ditetradecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08084	AGPAT140				Unknown
rxn10225_c0	=	Cytosol_0	ASE09_RS10725	isohexadecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15682[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15688[c0]	(1)  CTP_c0[c0] + (1)  1,2-diisohexadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-diisohexadecanoylglycerol_c0[c0]	rxn10225					(fig|1736582.3.peg.2245)
rxn01486_c0	>	Cytosol_0	(ASE09_RS02790 or ASE09_RS27270)	trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase_c0		-22.53		(1)  cpd00113[c0] + (1)  cpd00350[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00289[c0]	(1)  Isopentenyldiphosphate_c0[c0] + (1)  Farnesyldiphosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  Geranylgeranyl diphosphate_c0[c0]	rxn01486	FRTT	R02061	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|Phylloquinone-Biosynthesis|Polyprenyl-Biosynthesis|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis	(fig|1736582.3.peg.578) AND (fig|1736582.3.peg.5708)
rxn00898_c0	>	Cytosol_0	(ASE09_RS21725 or ASE09_RS30530)	2,3-Dihydroxy-3-methylbutanoate hydro-lyase_c0		-6.75		(1)  cpd02498[c0] => (1)  cpd00001[c0] + (1)  cpd00123[c0]	(1)  2,3-Dihydroxy-isovalerate_c0[c0] => (1)  H2O_c0[c0] + (1)  3-Methyl-2-oxobutanoate_c0[c0]	rxn00898		R01209	Pantothenate and CoA biosynthesis		(fig|1736582.3.peg.6389)
rxn05444_c0	>	Cytosol_0	ASE09_RS19610	15-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11543[c0] => (1)  cpd00003[c0] + (1)  cpd11544[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  15-methyl-trans-hexa-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  15-methyl-hexa-decanoyl-ACP_c0[c0]	rxn05444					(fig|1736582.3.peg.4079)
rxn05040_c0	>	Cytosol_0	((ASE09_RS25195 or ASE09_RS09035) and ASE09_RS25195)	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)_c0	4.1.99.12	-20.78		(1)  cpd00171[c0] => (1)  cpd00047[c0] + (1)  cpd00067[c0] + (1)  cpd11225[c0]	(1)  D-Ribulose5-phosphate_c0[c0] => (1)  Formate_c0[c0] + (1)  H+_c0[c0] + (1)  3-4-dihydroxy-2-butanone4-phosphate_c0[c0]	rxn05040	DB4PS	R07281	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis	(fig|1736582.3.peg.5263) AND (fig|1736582.3.peg.5263)
rxn05400_c0	>	Cytosol_0	((ASE09_RS23060 or ASE09_RS16600) and ASE09_RS16590)	11-methyl-dodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11536[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11537[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  11-methyl-dodecanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  13-methyl-3-oxo-tetra-decanoyl-ACP_c0[c0]	rxn05400					(fig|1736582.3.peg.3456) AND (fig|1736582.3.peg.3458 OR fig|1736582.3.peg.4819)
rxn01636_c0	=	Cytosol_0	ASE09_RS24530	N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase_c0	2.3.1.35	0.0		(1)  cpd00023[c0] + (1)  cpd00342[c0] <=> (1)  cpd00064[c0] + (1)  cpd00477[c0]	(1)  L-Glutamate_c0[c0] + (1)  N-Acetylornithine_c0[c0] <=> (1)  Ornithine_c0[c0] + (1)  N-Acetyl-L-glutamate_c0[c0]	rxn01636		R02282	Arginine and proline metabolism	ARGININE-SYN|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN	(fig|1736582.3.peg.5128)
rxn05505_c0	=	Cytosol_0	ASE09_RS23450	arsenobetaine transport in via proton symport_c0		0.0		(1)  cpd00067[e0] + (1)  cpd11597[e0] <=> (1)  cpd00067[c0] + (1)  cpd11597[c0]	(1)  H+_e0[e0] + (1)  ARSENOBETAINE_e0[e0] <=> (1)  H+_c0[c0] + (1)  ARSENOBETAINE_c0[c0]	rxn05505					(fig|1736582.3.peg.4900)
rxn08556_c0	>	Cytosol_0	ASE09_RS24115	sn-glycerol 3-phosphate:ubiquinone-8 oxidoreductase_c0		-13.68		(1)  cpd00080[c0] + (1)  cpd15560[c0] => (1)  cpd00095[c0] + (1)  cpd15561[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  Glycerone-phosphate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn08556	G3PD5			Alcohol-Degradation|Degradation|Energy-Metabolism|Fatty-Acid-and-Lipid-Degradation|GLYCEROL-DEG|OTHER-ENERGY|PWY0-381	(fig|1736582.3.peg.5042)
rxn01843_c0	=	Cytosol_0	(ASE09_RS32215 or ASE09_RS06920)	2-phenylacetamide amidohydrolase_c0		-4.72		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd01647[c0] <=> (1)  cpd00013[c0] + (1)  cpd00430[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  2-Phenylacetamide_c0[c0] <=> (1)  NH3_c0[c0] + (1)  PACT_c0[c0]	rxn01843		R02540	Phenylalanine metabolism|Styrene degradation		(fig|1736582.3.peg.6725 OR fig|1736582.3.peg.1438)
rxn00816_c0	=	Cytosol_0	(ASE09_RS18650 or ASE09_RS25650 or ASE09_RS08265)	Lactose galactohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd00208[c0] <=> (1)  cpd00027[c0] + (1)  cpd00108[c0]	(1)  H2O_c0[c0] + (1)  LACT_c0[c0] <=> (1)  D-Glucose_c0[c0] + (1)  Galactose_c0[c0]	rxn00816	LACZ	R01100			(fig|1736582.3.peg.3883 OR fig|1736582.3.peg.1719)
rxn02988_c0	<	Cytosol_0	ASE09_RS17820	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)_c0		-0.61		(2)  cpd00001[c0] + (1)  cpd00009[c0] + (1)  cpd02333[c0] <= (1)  cpd00095[c0] + (1)  cpd03470[c0]	(2)  H2O_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Quinolinate_c0[c0] <= (1)  Glycerone-phosphate_c0[c0] + (1)  Iminoaspartate_c0[c0]	rxn02988	QULNS	R04292	Nicotinate and nicotinamide metabolism	ALKALOIDS-SYN|Biosynthesis|Cofactor-Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|NAD-Metabolism|NAD-SYN|PWY0-781|PYRIDNUCSYN-PWY|PYRROLIDINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS	(fig|1736582.3.peg.3714)
rxn01021_c0	=	Cytosol_0	(ASE09_RS26060 and ASE09_RS26060)	Methylthioadenosine methylthioribohydrolase_c0	3.2.2.16	-0.73		(1)  cpd00001[c0] + (1)  cpd00147[c0] <=> (1)  cpd00128[c0] + (1)  cpd01981[c0]	(1)  H2O_c0[c0] + (1)  5-Methylthioadenosine_c0[c0] <=> (1)  Adenine_c0[c0] + (1)  5-Methylthio-D-ribose_c0[c0]	rxn01021	MTAN	R01401	Cysteine and methionine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|Methylthioadenosine-Degradation|NUCLEO-DEG|PWY0-1391	(fig|1736582.3.peg.5451) AND (fig|1736582.3.peg.5451)
rxn00165_c0	>	Cytosol_0	(ASE09_RS12435 and ASE09_RS12435)	L-serine ammonia-lyase_c0	4.2.1.13	-7.51		(1)  cpd00054[c0] => (1)  cpd00013[c0] + (1)  cpd00020[c0]	(1)  L-Serine_c0[c0] => (1)  NH3_c0[c0] + (1)  Pyruvate_c0[c0]	rxn00165	CHA1_2	R00220	Glycine, serine and threonine metabolism	AMINE-DEG|Amino-Acid-Degradation|Degradation|NUCLEO-DEG|Purine-Degradation|SERDEG-PWY|SERINE-DEG	(fig|1736582.3.peg.2603) AND (fig|1736582.3.peg.2603)
rxn10228_c0	>	Cytosol_0	ASE09_RS23400	isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0		-15.04		(1)  cpd00054[c0] + (1)  cpd15685[c0] => (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd15691[c0]	(1)  L-Serine_c0[c0] + (1)  CDP-1,2-diisotetradecanoylglycerol_c0[c0] => (1)  CMP_c0[c0] + (2)  H+_c0[c0] + (1)  Diisotetradecanoylphosphatidylserine_c0[c0]	rxn10228					(fig|1736582.3.peg.4890)
rxn05542_c0	>	Cytosol_0	((ASE09_RS00390 or ASE09_RS06750 or ASE09_RS13725 or ASE09_RS00450 or ASE09_RS12490 or ASE09_RS06355) or ASE09_RS00400 or (ASE09_RS06755 or ASE09_RS00455 or ASE09_RS00395) or ASE09_RS00470 or (ASE09_RS12475 or ASE09_RS24150 or ASE09_RS00410 or ASE09_RS13705))	oligopeptide-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11585[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11585[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-alanylglycine_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-alanylglycine_c0[c0]	rxn05542	DIPEPabc4				Unknown
rxn00001_c0	>	Cytosol_0	ASE09_RS30230	diphosphate phosphohydrolase_c0		4.14		(1)  cpd00001[c0] + (1)  cpd00012[c0] => (2)  cpd00009[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  PPi_c0[c0] => (2)  Phosphate_c0[c0] + (1)  H+_c0[c0]	rxn00001	IPP1	R00004			(fig|1736582.3.peg.6328)
rxn01331_c0	>	Cytosol_0	(ASE09_RS18995 or ASE09_RS25845)	D-erythrose 4-phosphate:NAD+ oxidoreductase_c0	1.2.1.72	-9.8		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00236[c0] => (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd02147[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  D-Erythrose4-phosphate_c0[c0] => (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  4-Phosphoerythronate_c0[c0]	rxn01331	E4PD	R01825	Vitamin B6 metabolism	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis	(fig|1736582.3.peg.3955 OR fig|1736582.3.peg.5407)
rxn05545_c0	>	Cytosol_0	((ASE09_RS06355 or ASE09_RS13725 or ASE09_RS12490 or ASE09_RS00450 or ASE09_RS06750 or ASE09_RS00390) or ASE09_RS00400 or (ASE09_RS00395 or ASE09_RS06755 or ASE09_RS00455) or ASE09_RS00470 or (ASE09_RS13705 or ASE09_RS00410 or ASE09_RS24150 or ASE09_RS12475))	Dipeptide transport via ABC system (ala-thr)_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11582[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11582[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  ala-L-Thr-L_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  ala-L-Thr-L_c0[c0]	rxn05545	DIPEPabc7				Unknown
rxn00671_c0	=	Cytosol_0	ASE09_RS15140	2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating)_c0		-7.14		(1)  cpd00003[c0] + (1)  cpd00010[c0] + (1)  cpd00287[c0] <=> (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00086[c0]	(1)  NAD_c0[c0] + (1)  CoA_c0[c0] + (1)  3-Oxo-2-methylpropanoate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  CO2_c0[c0] + (1)  Propionyl-CoA_c0[c0]	rxn00671	MMSAD1	R00922			Unknown
rxn11268_c0	<	Cytosol_0	(ASE09_RS04865 or ASE09_RS19410)	phosphate ABC transporter permease protein_c0		0.0		(1)  cpd00012[e0] + (1)  cpd00067[e0] <= (1)  cpd00012[c0] + (1)  cpd00067[c0]	(1)  PPi_e0[e0] + (1)  H+_e0[e0] <= (1)  PPi_c0[c0] + (1)  H+_c0[c0]	rxn11268					(fig|1736582.3.peg.4039 OR fig|1736582.3.peg.1004)
rxn00710_c0	>	Cytosol_0	ASE09_RS25040	orotidine-5'-phosphate carboxy-lyase (UMP-forming)_c0		-1.32		(1)  cpd00067[c0] + (1)  cpd00810[c0] => (1)  cpd00011[c0] + (1)  cpd00091[c0]	(1)  H+_c0[c0] + (1)  Orotidylic acid_c0[c0] => (1)  CO2_c0[c0] + (1)  UMP_c0[c0]	rxn00710	OMPDC	R00965	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn	(fig|1736582.3.peg.5231)
rxn01114_c0	=	Cytosol_0	ASE09_RS28070	ATP:D-ribulose 5-phosphotransferase_c0		-14.08		(1)  cpd00002[c0] + (1)  cpd00258[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00171[c0]	(1)  ATP_c0[c0] + (1)  D-Ribulose_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-Ribulose5-phosphate_c0[c0]	rxn01114	RBK_D	R01526	Pentose and glucuronate interconversions	Carbohydrates-Degradation|D-Arabinose-Degradation|DARABCAT-PWY|Degradation|RIBITOLUTIL-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides	(fig|1736582.3.peg.5880)
